city,state,latitude,longitude,
Zojcaro,VI,37.99731,8.25798,
Vigwaha,FL,-6.87268,124.16139,
Roanure,VT,-19.69254,23.58423,
Fohpamut,MS,-57.65275,27.21929,
Wudonu,NM,81.82614,88.50831,
Tawfofa,GA,61.05369,125.57947,
Itfatone,MD,33.85946,97.42128,
Dalehna,FM,19.15094,63.03338,
Ehpepwu,MD,-13.95559,136.5978,
Cicgevno,AP,-84.9887,15.53911,
Ituumwe,ME,-45.60543,98.6277,
Gipwiluw,MP,0.27714,155.60084,
Ucheghar,TN,-24.53176,60.0075,
Epcacgu,NC,73.88994,65.38976,
Hostisun,CT,-2.9277,111.46712,
Dojlapu,IL,-73.42276,16.14698,
Evicubifa,CT,-53.76607,135.38043,
Capumuw,DE,-42.76731,109.9391,
Ocevugpo,MO,-71.89773,36.78321,
Boaknad,VI,-34.24174,157.4744,
Fikusbe,NY,83.2149,134.45405,
Hudcuiz,MT,-10.90752,111.90598,
Sinzifza,OH,88.88441,43.50168,
Wumiuto,MT,-14.34392,56.01134,
Tuvabret,LA,-21.91543,178.43582,
Livipihol,VT,-65.90526,176.72863,
Tanrebjog,DE,-25.64603,145.22033,
Rotbiru,WI,15.34698,117.08606,
Devipiz,CA,23.5129,134.0423,
Vutatpo,AP,5.55694,35.00867,
Mapitup,PR,-3.45508,90.99716,
Hasulijez,AL,1.4808,146.59754,
Beosre,AK,68.12589,34.61325,
Irarefwe,MT,23.46477,33.69791,
Deohous,NJ,65.93042,80.20489,
Cethiwut,NH,-18.93844,12.88639,
Gomaeh,OH,39.41782,123.76047,
Hibwuju,KS,-17.42961,164.94663,
Vofiri,KY,46.58956,55.18541,
Cofungeg,MN,-61.42109,113.90257,
Poshecic,MD,83.2124,33.65188,
Kigkelwa,KS,70.20071,150.13404,
Hudajiz,WV,-70.72008,151.50078,
Zejubfu,VT,-85.25105,170.62812,
Niflucgej,LA,-47.34778,19.45134,
Monnevca,CO,86.42564,17.7327,
Nurumoc,AS,59.16409,109.58785,
Saimedad,WA,-43.33911,19.20354,
Rijecu,PR,21.77638,121.55189,
Ojikofzat,WY,38.86834,122.63351,
Titsamwu,GA,-65.73097,88.79972,
Zogokke,TX,-6.19749,43.64934,
Kimavtig,KY,-12.82129,114.71861,
Gigjobog,FL,-31.77961,130.48855,
Tatnoloh,AZ,29.1255,100.52718,
Educogfu,GA,-65.27496,91.31663,
Wuciddak,MA,-73.54263,48.553,
Rinlegzuk,LA,18.08369,54.9471,
Jomomnuk,AK,62.54135,88.39359,
Kuphorne,VT,-72.17834,55.72806,
Caklena,VI,70.74579,178.23528,
Ajmigosi,ME,-72.12079,103.1056,
Saharop,OK,-62.20062,111.31676,
Oguboema,VT,17.41508,45.66465,
Habbacba,TN,-7.13118,93.09181,
Vodgibe,HI,32.97721,150.31893,
Neadje,FL,19.56238,112.13259,
Gajigke,GA,72.71664,55.14147,
Vuwogak,CT,-41.02545,99.61916,
Docuiso,MS,-17.93952,74.97305,
Kodahbe,KY,69.01153,27.04636,
Tolibpa,MS,44.45757,14.13004,
Kakfinji,UT,59.89659,4.4432,
Dohavib,MA,38.80582,132.50289,
Idebukun,RI,-86.93638,18.4763,
Johmimhob,KY,-47.96569,141.65076,
Raabahu,NH,-44.03462,36.04859,
Wepneago,WA,-81.67688,100.86985,
Pupitrah,ME,-37.16779,79.87087,
Cisromu,NC,83.29587,50.29084,
Polotma,ME,-74.86696,22.10615,
Bathoki,RI,11.01256,103.94797,
Ohzeane,HI,15.14857,104.87356,
Ikbuboz,OR,46.15539,108.8636,
Kanhaoli,WV,64.66281,136.30894,
Cegiksi,MD,-58.91925,175.33784,
Moccotlit,GU,-52.14424,177.04983,
Uweipka,AA,-43.54084,132.05016,
Vigocaf,NE,25.30064,111.29018,
Diinja,CO,-63.85521,112.27575,
Gucvozize,PA,-33.86472,15.4737,
Ozevelu,VA,26.36591,118.75109,
Zujutjad,NM,4.62494,167.98366,
Hagemlar,WY,-24.48166,15.24116,
Sakivje,MO,-48.56092,156.43305,
Puzovad,AS,-24.74202,9.85896,
Vaahhug,GA,47.02885,12.3454,
Fopgefof,DC,5.2601,81.47937,
Ibazovot,MI,19.77694,68.77954,
Iznacah,VT,-18.92215,80.93523,
Desame,SD,53.85725,89.15937,
Isvolmip,SD,-29.94344,93.75866,
Irojece,AS,35.6208,147.55371,
Totetu,NJ,48.83357,122.86163,
Ozovimri,IA,-19.69122,176.88441,
Igiwimad,FL,-13.12258,20.96944,
Lezedura,TN,-68.65527,23.33466,
Liitham,ID,14.96086,15.8544,
Itacatfab,WY,-16.24987,140.25394,
Copmomo,DC,-88.40296,75.89008,
Cumuzaze,GA,-38.37329,128.06966,
Jahuke,AA,-64.01376,95.60168,
Nesamko,WY,71.45195,129.33122,
Nalebo,UT,45.36292,34.51806,
Lavfappic,CO,29.5741,175.79177,
Tefofipe,MO,33.13711,38.03655,
Zorezok,MT,-49.51929,18.88456,
Rumepjir,KS,-35.96461,137.48581,
Hinpiftif,CO,-74.00116,168.22068,
Bomubig,AP,-76.93346,149.96999,
Atogojcen,OH,54.71774,175.4547,
Luruwnuj,VT,29.41711,35.06228,
Mervewic,AZ,-38.19571,35.66337,
Mabbaca,FM,25.00759,42.24873,
Hoibuow,AZ,25.04827,83.27294,
Jizuib,CT,-35.77795,169.45148,
Etotujsis,NH,-74.30681,129.55099,
Uraejahi,NH,83.71073,146.15499,
Dajife,GU,-8.20904,50.47908,
Tozjoho,MT,-60.34761,26.85843,
Occofu,WV,-46.92398,165.11222,
Wohezkec,MD,-70.32345,8.34747,
Zikrewga,AK,43.47771,120.10946,
Wuweruw,WA,1.18238,64.2787,
Dekimo,FM,-59.75417,12.57493,
Rovbuzle,IN,-78.26665,164.26457,
Masidra,CA,6.40999,150.33226,
Hugfegek,WI,-89.353,36.87888,
Ilkijmi,MN,-2.82706,15.26803,
Nefhalci,WI,-16.29176,36.58759,
Sozniblik,FL,75.1129,69.78751,
Ewcosem,TX,18.62378,144.39103,
Diwout,NC,41.12634,166.64179,
Nozzuow,OR,-85.6333,43.10297,
Bipdeti,OK,87.23939,179.02511,
Fuihter,MS,-53.81096,157.79775,
Lanicsev,MS,-51.23081,62.51698,
Vutpaiw,WY,29.35307,41.99771,
Pakbeehe,TN,-3.99191,109.60455,
Akinoup,GA,-3.40474,143.70864,
Luicige,AA,-22.25171,103.40016,
Onfomuk,FL,46.13549,59.52525,
Aduutgu,VT,16.84801,81.84571,
Azunadu,WI,85.58418,108.91432,
Ejusasfo,UT,-60.92703,73.60985,
Paluom,WV,-75.00081,90.28075,
Owzazac,OK,-37.26415,52.24975,
Umaedzuv,OH,-49.38538,117.77603,
Seuhuha,AL,-8.19814,69.14796,
Rifivpon,FM,-66.09015,22.26357,
Irmizis,WA,18.14749,20.3396,
Wopwosdaf,NH,-14.67122,36.29175,
Juksoztuf,MA,35.17237,43.22734,
Vikulpon,AL,62.19886,17.73193,
Uhupoptor,NM,73.66317,54.53682,
Biibdu,OH,-83.00731,140.17358,
Nuzivdij,ND,68.99228,56.78833,
Deluhli,AA,65.30297,129.66116,
Mivhefin,PR,43.81826,34.44441,
Ceawagis,MT,-2.25857,177.18554,
Sansatfe,AL,-5.49477,31.89621,
Hehmimsaj,GU,76.16541,82.46613,
Rosviefi,MA,-67.02286,38.72341,
Jojicguk,CA,44.93513,22.60417,
Kuvvige,AL,-5.8554,20.23698,
Mevevja,AS,-76.94812,131.83511,
Epusiji,HI,46.11574,68.91359,
Bidhersem,AS,29.75218,41.79114,
Fapsisri,NC,54.20617,19.54278,
Vokmatbim,NH,16.51559,40.17452,
Ihipbu,VI,-32.23537,169.29449,
Norhobum,AE,23.02713,115.58619,
Lewevow,MD,81.58999,57.55499,
Tuhuzon,LA,56.47216,75.45485,
Fetinaz,NH,-9.83102,109.9984,
Ozateej,KS,6.56186,78.61904,
Lobamuf,MH,63.52602,85.31242,
Zoduko,MO,-48.20482,111.59607,
Imkawi,AS,35.13598,128.02618,
Awwusu,RI,23.39404,115.89449,
Azeradna,MT,-10.09916,9.38377,
Diwismu,AL,74.85013,76.25932,
Suimonaj,AP,-28.11714,90.85475,
Donpiwuk,MT,65.56574,100.86473,
Urlazobo,SD,-16.08662,128.32663,
Kereot,ND,-8.50497,81.18038,
Zeflanme,NY,-15.03654,103.84254,
Ewotapaso,AS,-12.35848,86.35132,
Jottufa,OR,-22.35616,151.8626,
Venfercup,NJ,75.96691,65.00572,
Watanof,GA,38.25284,140.13409,
Tepikaz,AS,60.35815,165.53095,
Sivahbov,FL,-2.73597,121.63755,
Irofozo,ND,-61.50578,94.15039,
Puiwiir,DC,53.51895,56.16138,
Jaklici,AP,-54.89651,129.35879,
Saalufu,FL,-39.63178,69.46913,
Idasemu,FM,-36.89013,116.28126,
Lumubro,IA,23.94109,74.83622,
Gomokeh,KS,14.05403,122.19309,
Pertezawa,NE,-60.85344,2.60055,
Cezwaiwu,TX,-75.88924,9.94078,
Babruagu,OH,25.52971,130.22503,
Ircogebo,HI,-25.11441,47.26096,
Rokokozab,GU,5.72966,61.28552,
Uraakpac,PR,59.94986,31.79718,
Rinawen,CA,-31.21484,123.50243,
Vauwalug,IL,3.02385,50.17211,
Jumolek,DE,50.72965,120.99133,
Nospifzod,AS,-25.034,33.76723,
Pogovi,AP,81.81153,90.04167,
Davewna,TN,58.98353,58.83839,
Ejeraef,AK,48.98487,18.66922,
Cegakoke,RI,22.09787,5.75345,
Ofezuet,MA,28.07422,178.73221,
Nalnogce,FM,11.49699,103.42147,
Epopoldu,WV,83.10967,63.2707,
Hijpepun,MI,-42.09581,97.79264,
Idzannim,MH,-22.08464,29.90557,
Icdipgap,MP,73.45204,159.89762,
Zifigoup,PR,-64.21868,29.70247,
Kuwlalo,HI,-27.21322,36.37881,
Gevasur,NE,14.72288,167.76192,
Besesin,MO,-42.08597,142.9991,
Zipevaz,KY,74.43432,48.5442,
Hefikne,NY,37.59871,107.5434,
Fijuzwa,AE,74.50712,142.50391,
Oluteuko,IA,-37.24235,0.63269,
Acoegogur,MH,23.73655,15.39124,
Osruzez,AK,-18.65348,47.28904,
Melguno,WA,-66.92602,155.12395,
Enuadalo,AR,-45.09672,170.16415,
Izletos,WV,-12.75968,163.21628,
Nirojazu,DC,-23.47417,109.26438,
Funbaudi,PR,-33.3419,68.81234,
Zesicoj,CT,39.88984,93.73114,
Dajvejjok,UT,-46.83629,30.08947,
Gupilibu,TN,44.95338,18.85774,
Kuzzigag,AS,-55.87459,0.03457,
Kumgice,ND,-88.15224,84.96935,
Bakoja,ME,-63.49551,57.52196,
Luhwoze,ND,16.49845,100.59799,
Gisibvug,SC,81.73514,85.98679,
Sifaclur,NY,-65.30401,178.93097,
Goringaw,KY,-78.84105,20.75882,
Meinci,PR,-6.1704,167.08593,
Abneli,KS,-23.04105,42.51404,
Ehehobvav,KY,84.65797,63.00762,
Roeziba,DC,-47.87605,29.5951,
Saobijik,NC,-63.11627,31.04806,
Ubturvim,KS,-33.51153,164.42866,
Nebwuof,CO,-81.66563,130.59339,
Laduwco,GU,17.09297,65.29449,
Viseji,KS,-52.07792,52.50919,
Wewpuaco,WV,26.31002,114.47007,
Zuvebmar,NC,67.40657,57.93016,
Carbuav,DC,3.43975,169.27622,
Miella,SC,-30.40466,56.65044,
Awcagra,PA,-10.21137,95.79673,
Osazihime,NV,-15.5633,12.97489,
Kaswufge,AP,-38.1427,4.40401,
Agupagaj,WI,82.9892,160.29468,
Nahawgu,PA,52.54806,60.884,
Puzmutis,OK,71.11068,92.92754,
Gafvomozi,SD,4.16949,81.18331,
Vaecfe,MP,-81.99774,14.89611,
Leidnin,AL,8.38454,15.45577,
Zapzavaz,MH,-58.07284,169.02139,
Zaedhuf,TN,-30.40513,87.10505,
Lopamaf,VT,3.36496,115.91777,
Mafukkad,GA,89.79252,164.10848,
Beotugek,MI,-33.46277,91.31352,
Cizpubpu,KY,-53.33993,80.40204,
Suvasdoj,MO,-72.87236,41.22474,
Aticokke,ME,1.14263,36.31104,
Momcacul,ME,37.1984,150.34302,
Bonovnej,RI,13.68755,6.70745,
Ewbifbop,AZ,-88.90137,104.17648,
Ajtakda,NM,47.30032,119.74194,
Gedirpeg,MP,83.53877,126.48325,
Omavococ,KY,56.75392,158.498,
Kazpizrel,MI,-84.15868,170.30846,
Zazelol,TX,8.53086,131.74565,
Cikboli,SD,19.75691,162.37917,
Sikjikpim,MA,15.54999,134.3541,
Ofpucke,AA,-71.66701,113.47936,
Obaobkuv,VA,-45.94243,152.6828,
Fovzobid,NC,65.17792,0.8555,
Naovfa,IA,87.69845,96.41297,
Anlepu,KY,71.88511,152.01222,
Bagnojcoc,AA,-49.26053,143.24686,
Enwopod,ID,56.19798,44.2221,
Apiader,ID,61.29087,142.51188,
Jopisec,SD,-89.19536,160.0437,
Sakebceb,GA,-36.3858,160.70155,
Rorhifepe,TN,9.92311,36.85722,
Jirlogsa,KS,-44.87846,10.15331,
Uzwepa,VI,-41.43759,135.14443,
Usutane,AA,-74.00549,116.8258,
Idijandu,WI,27.08762,173.21074,
Ovicolu,SC,-55.40319,25.38585,
Akhawu,MO,-25.90992,162.05446,
Sajujrut,FM,11.78765,161.08734,
Delutu,WA,-70.3865,21.97216,
Puzceju,KY,-4.71549,33.18203,
Etzotem,MH,-70.91683,60.19452,
Canlofe,SC,-24.29893,167.63969,
Efwonke,MI,15.24813,73.7306,
Umeejerir,WY,-89.1786,82.7378,
Idihabni,TN,-54.96579,115.46674,
Fertiofu,NE,-72.19416,163.27014,
Vevada,CO,-47.50428,108.12451,
Japabuwa,WI,-75.52245,167.42725,
Mevahpo,WI,70.11284,66.36039,
Vagacmec,AK,-79.4402,175.60834,
Bopicunoz,WA,-9.86819,162.9544,
Ripudo,MT,-23.33382,112.3763,
Duckese,NV,-76.14389,158.29468,
Rizvozbag,AR,10.53228,120.10158,
Iwpazmu,OR,36.80352,162.11939,
Itduzod,MA,49.13327,125.77444,
Emahauw,GU,-76.61102,150.84524,
Rusgifrit,MA,-60.25798,124.33245,
Wovzukko,CT,64.75182,27.18283,
Ofeuskac,ME,64.46427,0.58922,
Owevozet,AL,-25.39341,156.74766,
Ijodaja,FL,-8.51128,70.9998,
Kispinno,AL,-66.88433,29.11027,
Pupanake,WY,69.36692,112.08356,
Bigpadu,MH,54.68241,55.64169,
Zelozija,OR,-14.16924,61.82897,
Juvcigibi,WA,75.73161,132.62258,
Eguojesa,LA,-21.36415,157.24617,
Nobunucat,WA,-32.34662,178.86573,
Burhike,ID,64.01746,177.51264,
Kifitila,AP,-35.05001,79.13256,
Sorewbog,MI,-81.88838,39.0199,
Wawpehil,IN,-61.62422,51.41595,
Nukvevri,VT,7.16066,122.11244,
Seozaori,PA,60.48995,95.48362,
Masojev,KY,-66.4035,61.81103,
Esnebdoz,VT,73.99643,131.77296,
Pigbapi,FM,-70.51997,46.82648,
Nomjisgad,CA,43.5325,46.6666,
Mejijil,MA,-15.38698,152.19468,
Vigzuti,WI,-71.18521,133.00677,
Awwosmub,VI,-45.92034,176.00919,
Bamauhe,RI,18.27667,20.03258,
Lejcirvig,ND,3.10665,160.07711,
Hunjohup,DE,-66.30991,150.04506,
Erpowal,IL,-0.79499,50.05872,
Tapmabol,HI,-71.60901,150.66128,
Wismalam,AE,-36.77052,144.1623,
Codochi,MI,24.9239,2.21557,
Tumepis,FM,34.00631,138.55829,
Kansorip,WA,-2.13976,142.36567,
Uvihevi,WV,77.02017,77.68345,
Nipefcu,SD,13.79524,86.74054,
Zufvufin,DC,88.49817,37.6628,
Cujsigah,SD,-65.22096,68.47479,
Tactildah,WI,24.40514,134.7713,
Pearli,RI,-8.31716,35.95178,
Zelkezni,AS,-76.70878,55.68404,
Jipopwuc,RI,64.15264,119.28277,
Vahpilab,VT,-69.20504,74.64753,
Nugorgag,ME,-4.7728,174.3987,
Tojjehju,GA,-21.42698,66.82957,
Mojovel,MP,59.56108,132.2493,
Wehocpes,FM,-56.52501,48.71753,
Annusni,ND,-45.98732,75.05328,
Fujupipo,IA,14.11643,38.50235,
Enatadot,DC,54.82061,45.23805,
Ceuzra,VI,-2.5101,103.35521,
Tahujpi,KY,58.10371,101.18198,
Citrera,AP,89.84534,35.18205,
Keflamsoz,RI,-7.4706,74.57233,
Sabotsi,WA,89.09303,31.52131,
Pobulieni,MT,-63.8066,95.07011,
Jufamrob,HI,80.81812,52.83991,
Vekolo,AP,14.35496,45.40733,
Igaawud,SD,-39.24794,105.23211,
Sailpib,AL,-27.51923,34.47237,
Peezeopu,OK,51.3656,74.03236,
Mowolje,FM,-45.40159,112.63927,
Feceho,MP,-60.40878,156.84305,
Vapuma,VI,-13.42021,16.7252,
Rufoghih,ID,-40.46429,116.01507,
Bevumke,ND,-34.35934,95.91246,
Mumfugpo,VI,27.11823,24.88241,
Uriodituv,OK,-79.03547,30.85148,
Mocijrer,MD,-43.03002,54.63775,
Tatfurkiv,AK,-50.69614,69.92092,
Faikihof,NY,68.26162,9.47824,
Lejdombo,VI,44.64504,54.80042,
Ikesaphah,ME,-20.22539,47.64558,
Usmezjub,SD,6.70578,58.46766,
Olusemtu,AZ,46.88719,89.3034,
Haluzuus,OH,6.12321,107.58741,
Ijrolu,NJ,60.50424,11.83966,
Talakub,NM,-3.25185,58.34822,
Vosedso,WA,-57.20118,83.17212,
Varibket,FL,-22.37114,161.67111,
Utrase,AP,77.01447,45.51411,
Unhoji,LA,-41.18447,99.99991,
Funfilo,ND,-59.0256,117.25999,
Mumuro,WI,28.64059,2.21494,
Fukceute,WY,71.12635,55.74987,
Vofbokcur,NJ,17.39903,72.27146,
Zaziscun,ID,21.83175,174.45534,
Kumlenpil,TX,-11.25225,9.07975,
Odnoig,MS,-37.95328,90.46639,
Lenbada,ND,68.24343,90.47347,
Lorbuoto,GU,13.44437,162.18101,
Uzrisreh,DC,14.7076,12.00346,
Nulawzo,NJ,17.96028,148.85663,
Cuhfeen,CA,-27.50609,95.72359,
Duleset,NE,-80.01639,86.22382,
Belabcu,OH,41.8584,162.93386,
Luicine,ID,46.70387,47.30641,
Paabulel,SC,66.43488,41.94616,
Besodjo,AR,33.68969,4.28347,
Rehutel,AP,-67.08374,94.48719,
Uctasab,WI,79.21515,110.0694,
Zoemicer,AA,-26.11361,146.82549,
Inigvoj,KS,77.43525,90.78834,
Emfeijo,NV,-15.43127,47.21963,
Roogasal,NM,-71.79313,36.376,
Cemabne,MH,-79.58246,63.84532,
Weluvhez,WV,52.93954,105.09082,
Ubsuslo,OK,19.63601,75.48,
Woztufab,NV,-83.24579,62.02829,
Relnuani,MA,-6.67706,43.90468,
Tabtugwu,OH,-54.19766,79.78585,
Kuelzu,HI,59.50195,148.5121,
Vugjutri,PR,-40.92348,133.23302,
Vulbiol,PA,80.55769,139.68063,
Jugtoadu,MD,-5.63659,53.64931,
Foluza,AR,-86.7003,117.8471,
Palepbek,WV,-57.63249,80.68416,
Joobda,SD,77.50589,49.61631,
Zavegse,CO,-16.52994,172.0402,
Adotagi,AA,81.60224,98.08,
Zufotag,AZ,-70.029,99.02813,
Omigelu,TX,-73.704,71.51147,
Gamasmo,VT,15.17497,127.97772,
Meesako,NC,-61.82039,170.89823,
Kiereza,AE,-49.87808,83.32779,
Woohpeg,CT,47.43911,54.22579,
Kirudo,TN,-69.05756,84.35143,
Wajaib,MH,-14.47569,97.86139,
Hopinzuc,OK,82.20221,0.5587,
Peetupi,AR,-19.97956,3.95925,
Bozasali,CA,66.48139,158.21218,
Dopjajo,NC,-51.03435,140.30749,
Aplokpej,NY,-4.3704,52.40841,
Caducuw,MP,-83.06012,120.23695,
Vobfimime,WA,-7.42476,170.41825,
Monmaltej,AZ,-17.15293,176.70668,
Nihzigo,OH,-89.05914,161.54408,
Wunirde,MT,72.05257,106.20378,
Leiroron,MA,3.14728,29.35049,
Wemisep,AZ,5.45272,72.45418,
Toiwine,AE,-70.12707,123.49348,
Joladif,AE,3.06962,127.28718,
Fopjifpok,MH,21.69723,139.82442,
Weveripom,PR,-72.78016,93.56517,
Dihjohi,MP,-1.50443,12.71162,
Emizujcij,MO,-69.39286,140.64294,
Juumra,MT,-75.33364,107.32882,
Ozavuko,AR,-7.85123,100.43614,
Fukmajim,AS,-53.93202,156.87584,
Bivitigo,MN,-53.87267,119.28655,
Nagahwu,AZ,-57.96749,22.33464,
Afoodine,DC,-15.29907,84.79391,
Vomocne,WV,-31.57325,155.64018,
Mojagub,AL,-83.81508,55.56607,
Midsakzuf,DE,-27.87513,59.47542,
Setekvah,CO,75.00993,37.2944,
Hemewiv,KS,-64.01084,95.39972,
Ruapreg,MA,-77.30241,119.93644,
Bepufu,RI,0.95416,74.13337,
Morjeaji,HI,-41.90195,167.53996,
Elcozjuv,AE,-13.11648,93.36484,
Gothoufa,TX,15.22824,67.91052,
Kejavomo,IA,34.43181,16.30525,
Samajura,WV,32.52586,113.32302,
Kaufaav,MS,38.62311,114.19624,
Navedref,ID,-26.13678,101.181,
Ocevibvuz,KY,-34.80448,15.05753,
Paczuri,FM,37.07106,168.79498,
Owizno,WY,27.05391,109.18206,
Revaramop,NE,-21.43293,43.32459,
Tuofsac,ID,-86.5538,100.11953,
Hupebi,VA,39.01762,15.04556,
Zisvazvo,MS,24.91912,179.50246,
Denpaiwi,WI,30.83605,178.90085,
Guigbeb,AR,49.33691,84.12829,
Zowacolaw,MO,88.37836,84.9021,
Fourhok,RI,3.76086,122.65164,
Tesiwip,SC,-12.43297,7.53174,
Zelsecoj,DC,52.37797,39.83829,
Ezzavar,NC,50.25171,11.29989,
Iplamle,NH,45.25668,57.95204,
Doufire,AS,-88.94474,44.85412,
Zezufeb,ID,77.35404,137.28973,
Hatuza,GU,14.64811,1.00565,
Covijol,FM,51.70869,139.57776,
Sezjitip,OK,-82.08479,32.18594,
Gizkasi,VT,-29.97427,156.04757,
Reknefiv,AR,4.67731,34.44985,
Ebefigaza,AP,-8.33382,47.55638,
Umcuzco,AS,4.21404,150.3318,
Wupemdap,RI,-83.37836,36.98371,
Wiskuzni,HI,-5.68186,161.41305,
Zadracuj,VI,74.55017,40.7505,
Bijdemam,HI,18.58313,11.768,
Vasiev,GU,68.60687,0.33534,
Ujhowa,RI,30.74332,11.98146,
Udbunic,PA,29.23567,10.62475,
Etilufab,SD,17.32349,103.57123,
Oliddo,FM,43.59233,53.92476,
Unbokgut,CT,-31.2762,10.39784,
Kawcice,GU,-34.69732,37.04141,
Maklivruw,MN,-54.88426,152.86123,
Godgugpim,TX,32.56134,5.16943,
Rofete,OK,-27.31593,64.66398,
Zinehzi,AL,-65.15505,129.46029,
Ejluwgur,NM,-70.62225,167.82044,
Canowim,DE,21.50009,142.96155,
Totaco,NY,-39.73506,141.06628,
Jetifat,IA,88.38431,163.08654,
Cekutpup,NM,51.62858,166.04681,
Ciocosek,MS,-57.58212,23.96656,
Ibnoow,FM,-88.75399,172.44929,
Ikgecse,CT,-45.0459,112.6616,
Vulsilog,NH,-50.30776,106.71808,
Zaphueg,IA,-48.72365,74.66829,
Nubdabi,MI,-14.86369,161.41576,
Wofdahu,MH,-45.27637,72.71346,
Ocidael,FL,-63.55712,53.46269,
Ijgivon,MS,-20.52454,2.02782,
Ojesacel,IL,87.13094,137.97548,
Gilmigeh,AR,55.61151,146.39667,
Hoshica,MP,-61.31706,162.32968,
Jovlazgim,NC,-4.0926,121.9386,
Gegogaaji,PA,86.36917,172.64376,
Roafkap,IL,-46.98544,98.30921,
Guwito,MT,-80.87004,93.71823,
Kalcacov,WA,19.64651,93.6859,
Ocogekum,FM,-48.11958,80.10754,
Zogrocheh,GA,-74.51208,149.51895,
Caiwezu,PR,-69.10337,177.08299,
Cajjaum,AA,2.87062,96.48032,
Ijbifob,OR,-61.91838,74.95597,
Lewcelir,TN,84.47414,83.99671,
Anepew,KS,-2.18874,108.63668,
Baffucahe,GA,38.58948,71.09759,
Ajaleno,OR,-76.2628,159.5519,
Sozhapli,SC,-7.01097,158.94517,
Nampaido,MA,51.13656,98.66587,
Ogumenodo,WY,-17.05888,130.87771,
Vogzefdaj,CT,22.0375,30.67878,
Muujenu,MH,-61.55998,132.07555,
Dibnatil,AS,18.28926,20.1598,
Rificli,WV,-17.71961,163.83525,
Ozzebfa,WI,42.45966,50.60514,
Mutzifamo,KS,-37.0526,120.61687,
Polaoju,NE,-63.26015,37.19155,
Faldape,UT,5.87935,95.65767,
Cifefres,TX,1.65198,178.70773,
Fiistoc,ND,7.88392,19.11765,
Finsefen,UT,1.72053,144.51967,
Waslugun,KY,-42.51403,74.42417,
Bidsasli,NC,43.55228,131.10806,
Fidumcar,TX,43.91337,163.9025,
Kabewol,SD,4.87243,9.14682,
Mukuggug,AR,-42.94686,99.5498,
Linizese,SC,67.64392,144.48927,
Ruswildo,MO,-88.58902,176.90277,
Kejami,SC,41.69702,123.2033,
Beiwma,MH,-85.1588,72.08759,
Owdeced,OK,71.33402,113.8032,
Cafolji,OR,37.14301,165.29005,
Depeave,MA,7.44085,151.65467,
Piruca,AL,-70.73839,126.69468,
Jimlohef,IN,86.95965,36.27273,
Zavieh,SD,54.01054,43.07826,
Hejkegob,IA,45.69161,85.37513,
Kolupot,ID,-34.33176,88.78837,
Daogge,LA,-81.55341,123.34338,
Iloejza,KS,19.40585,7.79109,
Batwupat,MH,1.89466,51.26553,
Lupepi,OH,58.48939,122.96141,
Biufanar,IN,-13.96689,145.09773,
Ivimulo,KY,-3.47752,166.37839,
Isuzizos,FM,-56.70782,70.12231,
Roerfib,MN,19.55764,71.42587,
Wictejro,MO,17.3303,6.00109,
Wugvava,NV,0.59979,48.64139,
Jabhezfo,NY,36.56753,98.11823,
Hutpevnu,VT,-2.5942,130.38032,
Utwegawi,MA,80.4114,111.44962,
Rasudi,AZ,-18.27657,60.14415,
Talokor,NY,18.75328,154.05089,
Wotuna,IL,67.64395,76.43287,
Cocpejud,SD,-5.5147,2.76464,
Ogmijul,GA,-74.75956,142.39623,
Ziiroebe,KS,74.57538,138.02824,
Itemahaw,MD,-43.53517,86.89841,
Nabazreb,OK,15.33149,155.37994,
Bajmibto,HI,52.26801,106.04788,
Tegbezden,AA,-66.73731,96.97505,
Ibuluhpi,AZ,-84.29274,14.42657,
Gaiwfuf,PR,-5.94102,16.33687,
Uhipear,CT,34.43809,68.38538,
Atjuvis,MD,-82.19906,103.92814,
Josamal,SD,-13.14546,60.29722,
Ligavoku,OH,33.42249,38.63624,
Zuvraghu,PA,18.80535,167.67912,
Guribdak,DE,38.01063,170.41708,
Haviguz,TX,45.45421,6.04973,
Rifruri,MD,67.43906,154.50193,
Vimteogi,WA,-45.61683,95.48363,
Dahinlah,KS,85.52529,160.64506,
Ewulowij,AS,48.2436,84.3508,
Rugezube,MH,-87.49942,176.00612,
Guseig,VT,72.43404,93.49359,
Vawitder,MA,16.16341,129.5751,
Jonapbol,IL,26.36635,35.18642,
Albimido,NC,32.73914,17.0848,
Hajdumih,VI,-51.88628,21.78667,
Ukcuzo,IL,73.47878,34.94009,
Muhadpu,ID,-63.36047,70.45691,
Kenietu,IN,-85.32225,121.84071,
Vecubeh,MP,31.67104,51.26104,
Forfipe,OH,15.54633,130.71268,
Popvefu,NJ,-82.73671,179.80767,
Cirgehofa,MN,-84.49202,16.46854,
Harigon,MA,-5.93162,151.41271,
Rifelav,TN,69.37352,40.73399,
Modugom,ME,-24.19258,119.24243,
Veverim,VI,-59.85579,2.27799,
Fenolaz,NH,-9.94865,65.63209,
Pumwite,ME,81.08117,140.65032,
Ujigouw,FM,55.21309,77.57733,
Jawzokez,NH,-82.51373,0.53103,
Lowanto,MP,-6.77226,49.82132,
Nehhiok,TN,-56.60754,0.81045,
Gupralil,FL,47.82457,40.56702,
Vezeru,AK,63.24719,171.28959,
Owogase,SC,-64.04814,154.09956,
